Game,GameDate,PlayerID,GroupID,Level,Order,Track,Car,Body,Engine,Tire,Finished,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,TimeTo100,CheckPoint1,CheckPoint2,CheckPoint3,TimeOnTrack,TimeOffTrack,Mass,Drag,Traction,FullTorqueOverAllWheel,TopSpeed,TireRadius
1397,8/27/2019 12:11,langston,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,18.66,72.66,6.41,13.34,-1,14.79,26.32,38.14,18.66,0,1500,0.1,1,2500,150,0.4
1312,8/27/2019 12:06,lemur,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,25.43,55.55,11.13,-1,-1,14.25,18.51,22.37,25.43,0,1500,0.15,1,2500,150,0.4
1355,8/27/2019 12:09,lemur,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,17.99,72.73,5.75,12.7,-1,8.92,12.58,15.65,17.99,0,1500,0.1,1,2500,150,0.4
1392,8/27/2019 12:11,lemur,geog391,CreateCar,3,StraightTrack,25,Gauss,Gauss,Bayes,1,16.12,92.96,5.33,9.84,-1,8.92,12.58,15.65,16.12,0,1500,0.05,1,2500,150,0.4
1417,8/27/2019 12:13,lemur,geog391,CreateCar,4,StraightTrack,19,Gauss,Bayes,Bayes,1,19.51,64.76,6.48,16.54,-1,8.92,12.58,15.65,19.51,0,1500,0.1,1,2150,150,0.4
1304,8/27/2019 12:05,leslieknope,geog391,Paired,1,StraightTrack,7,Bayes,Gauss,Bayes,1,18.34,72.79,6.13,13.08,-1,10.42,14.66,18.38,18.34,0,1500,0.1,1,2500,150,0.4
1393,8/27/2019 12:11,leslieknope,geog391,CreateCar,2,StraightTrack,19,Gauss,Bayes,Bayes,1,19.53,64.73,6.48,16.56,-1,10.42,14.66,18.38,19.53,0,1500,0.1,1,2150,150,0.4
1404,8/27/2019 12:12,leslieknope,geog391,CreateCar,3,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,92.69,5.36,9.87,-1,10.42,14.66,18.38,16.14,0,1500,0.05,1,2500,150,0.4
1489,8/29/2019 11:06,leslieknope,geog391,Paired,4,StraightTrack,1,Bayes,Bayes,Bayes,1,21.72,56.77,7.73,-1,-1,10.77,15.03,18.77,21.72,0,1500,0.15,1,2500,150,0.4
1302,8/27/2019 12:05,mari111,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,40.76,53.08,12.01,-1,-1,12.56,32.81,37.49,40.76,0,1500,0.15,1,2500,150,0.4
1357,8/27/2019 12:09,mari111,geog391,CreateCar,2,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,93.12,5.37,9.91,-1,12.56,32.81,37.49,16.14,0,1500,0.05,1,2500,150,0.4
1377,8/27/2019 12:10,mari111,geog391,CreateCar,3,StraightTrack,19,Gauss,Bayes,Bayes,1,19.95,64.1,6.49,17.57,-1,12.56,32.81,37.49,19.95,0,1500,0.1,1,2150,150,0.4
1529,8/29/2019 11:14,mari111,geog391,Paired,4,StraightTrack,7,Bayes,Gauss,Bayes,1,18.14,73,5.93,12.88,-1,9.18,18.17,25.89,18.14,0,1500,0.1,1,2500,150,0.4
1291,8/27/2019 12:04,olivia,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,23.51,56.76,9.67,-1,-1,12.52,16.8,20.54,23.51,0,1500,0.15,1,2500,150,0.4
1361,8/27/2019 12:09,olivia,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,18,72.63,5.76,12.7,-1,12.52,16.8,20.54,18,0,1500,0.1,1,2500,150,0.4
1398,8/27/2019 12:12,olivia,geog391,CreateCar,3,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,92.78,5.35,9.87,-1,12.52,16.8,20.54,16.14,0,1500,0.05,1,2500,150,0.4
1467,8/29/2019 11:03,olivia,geog391,CreateCar,4,StraightTrack,19,Gauss,Bayes,Bayes,1,19.52,65.04,6.48,16.57,-1,9.45,13.48,16.9,19.52,0,1500,0.1,1,2150,150,0.4
1292,8/27/2019 12:04,player1,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,21.41,56.18,7.33,-1,-1,10.36,14.66,18.43,21.41,0,1500,0.15,1,2500,150,0.4
1429,8/27/2019 12:13,player1,geog391,CreateCar,2,StraightTrack,19,Gauss,Bayes,Bayes,1,19.51,64.81,6.48,16.6,-1,10.36,14.66,18.43,19.51,0,1500,0.1,1,2150,150,0.4
1472,8/29/2019 11:04,player1,geog391,Paired,3,StraightTrack,7,Bayes,Gauss,Bayes,1,17.99,72.91,5.78,12.71,-1,10.36,14.66,18.43,17.99,0,1500,0.1,1,2500,150,0.4
1507,8/29/2019 11:09,player1,geog391,CreateCar,4,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,93.29,5.35,9.89,-1,10.36,14.66,18.43,16.14,0,1500,0.05,1,2500,150,0.4
1311,8/27/2019 12:06,ranger21119,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,21.72,56.76,7.73,-1,-1,18.59,22.95,26.85,21.72,0,1500,0.15,1,2500,150,0.4
1371,8/27/2019 12:10,ranger21119,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,18,72.84,5.75,12.7,-1,18.59,22.95,26.85,18,0,1500,0.1,1,2500,150,0.4
1470,8/29/2019 11:04,ranger21119,geog391,CreateCar,3,StraightTrack,19,Gauss,Bayes,Bayes,1,19.51,65.11,6.48,16.55,-1,9.43,13.43,16.82,19.51,0,1500,0.1,1,2150,150,0.4
1498,8/29/2019 11:07,ranger21119,geog391,CreateCar,4,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,93.7,5.37,9.91,-1,9.43,13.43,16.82,16.14,0,1500,0.05,1,2500,150,0.4
1328,8/27/2019 12:08,student1,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,20.51,56.78,6.53,-1,-1,9.59,13.83,17.56,20.51,0,1500,0.15,1,2500,150,0.4
1371,8/27/2019 12:10,student1,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,18.31,72.84,6.04,12.98,-1,9.59,13.83,17.56,18.31,0,1500,0.1,1,2500,150,0.4
1403,8/27/2019 12:12,student1,geog391,CreateCar,3,StraightTrack,19,Gauss,Bayes,Bayes,1,19.21,64.87,6.13,16.19,-1,9.59,13.83,17.56,19.21,0,1500,0.1,1,2150,150,0.4
1431,8/27/2019 12:13,student1,geog391,CreateCar,4,StraightTrack,25,Gauss,Gauss,Bayes,1,15.69,93.21,4.91,9.41,-1,9.59,13.83,17.56,15.69,0,1500,0.05,1,2500,150,0.4
1499,8/29/2019 11:09,tyler,geog391,Paired,1,StraightTrack,1,Bayes,Bayes,Bayes,1,21.72,56.82,7.73,-1,-1,10.77,15.04,18.74,21.72,0,1500,0.15,1,2500,150,0.4
1511,8/29/2019 11:12,tyler,geog391,Paired,2,StraightTrack,7,Bayes,Gauss,Bayes,1,17.98,72.77,5.75,12.7,-1,10.77,15.04,18.74,17.98,0,1500,0.1,1,2500,150,0.4
1520,8/29/2019 11:14,tyler,geog391,CreateCar,3,StraightTrack,19,Gauss,Bayes,Bayes,1,19.51,64.78,6.49,16.56,-1,10.77,15.04,18.74,19.51,0,1500,0.1,1,2150,150,0.4
1527,8/29/2019 11:15,tyler,geog391,CreateCar,4,StraightTrack,25,Gauss,Gauss,Bayes,1,16.14,93.21,5.36,9.87,-1,10.54,16.08,21.79,16.14,0,1500,0.05,1,2500,150,0.4
2011,11/19/2019 8:36,33,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,22.23,83.96,4.53,8.66,-1,72.97,73.69,72.87,22.09,0.13,1500,0.05,1,2500,150,0.37
2068,11/19/2019 8:43,33,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.49,58.45,4.61,-1,-1,72.97,73.69,72.87,25.49,0,1500,0.15,1,2500,150,0.4
2002,11/19/2019 8:36,1234,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.06,58.65,4.59,-1,-1,10.26,-1,-1,26.06,0,1500,0.15,1,2500,150,0.4
2024,11/19/2019 8:37,1234,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,22.46,95.09,3.36,7.49,-1,10.26,-1,-1,19.66,2.79,1500,0.05,1,2500,150,0.37
1998,11/19/2019 8:36,987654,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.23,103.71,3.34,7.51,15.03,8.58,-1,-1,17.88,0.35,1500,0.05,1,2500,150,0.37
2018,11/19/2019 8:37,987654,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.18,58.69,4.59,-1,-1,8.58,17.1,-1,26.18,0,1500,0.15,1,2500,150,0.4
2003,11/19/2019 8:36,30fo30,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,19.61,95.87,3.36,7.49,-1,8.43,12.79,-1,18.86,0.74,1500,0.05,1,2500,150,0.37
2061,11/19/2019 8:41,30fo30,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.39,58.6,4.6,-1,-1,8.43,12.79,-1,25.39,0,1500,0.15,1,2500,150,0.4
1871,11/18/2019 18:40,alpaca,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,33.09,54.25,4.63,-1,-1,11.91,22.53,-1,33.09,0,1500,0.15,1,2500,150,0.4
1884,11/18/2019 18:41,alpaca,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,25.16,70.81,3.38,11.93,-1,11.91,22.53,-1,24.44,0.71,1500,0.05,1,2500,150,0.37
2062,11/19/2019 8:41,annakan,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.89,58.65,4.64,-1,-1,16.9,17.43,15.41,25.89,0,1500,0.15,1,2500,150,0.4
2065,11/19/2019 8:42,annakan,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,20.34,91.35,3.36,7.51,-1,16.9,17.43,15.41,19.07,1.26,1500,0.05,1,2500,150,0.37
2063,11/19/2019 8:41,asanders24,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.36,102.68,3.39,7.53,15.08,8.54,13.09,-1,18.16,0.19,1500,0.05,1,2500,150,0.37
2069,11/19/2019 8:43,asanders24,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.44,58.75,4.61,-1,-1,8.54,13.09,-1,26.44,0,1500,0.15,1,2500,150,0.4
2005,11/19/2019 8:36,cheesychicken,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,27.28,58.31,4.59,-1,-1,8.88,13.46,17.41,27.28,0,1500,0.15,1,2500,150,0.4
2058,11/19/2019 8:41,cheesychicken,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.86,99.41,3.36,7.49,-1,8.88,13.46,17.41,18.49,1.36,1500,0.05,1,2500,150,0.37
2053,11/19/2019 8:40,crt4v,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,32.21,67.31,3.85,16.66,-1,19.26,23.04,12.08,25.88,6.32,1500,0.05,1,2500,150,0.37
2059,11/19/2019 8:41,crt4v,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,36.31,51.5,5.13,-1,-1,19.26,23.04,12.08,36.31,0,1500,0.15,1,2500,150,0.4
2016,11/19/2019 8:37,cvc21,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,24.81,74.8,3.36,7.74,-1,27.51,29.39,-1,24.81,0,1500,0.05,1,2500,150,0.37
2038,11/19/2019 8:38,cvc21,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.56,58.55,4.6,-1,-1,27.51,29.39,-1,25.56,0,1500,0.15,1,2500,150,0.4
2025,11/19/2019 8:37,dance,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,19.81,97.9,3.36,7.53,-1,8.24,12.73,-1,18.23,1.58,1500,0.05,1,2500,150,0.37
2042,11/19/2019 8:39,dance,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.48,56.57,4.69,-1,-1,10.01,16.48,-1,26.07,0.4,1500,0.15,1,2500,150,0.4
2013,11/19/2019 8:34,devildog5,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.39,58.56,4.6,-1,-1,8.86,13.43,17.36,26.39,0,1500,0.15,1,2500,150,0.4
2035,11/19/2019 8:35,devildog5,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.06,99.56,3.36,7.49,-1,8.86,13.43,17.36,18.38,0.68,1500,0.05,1,2500,150,0.37
2008,11/19/2019 8:36,edp445,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.74,56.48,4.61,-1,-1,18.63,-1,15.46,25.43,0.31,1500,0.15,1,2500,150,0.4
2048,11/19/2019 8:39,edp445,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.08,30.31,3.36,-1,-1,18.63,-1,15.46,4.91,14.16,1500,0.05,1,2500,150,0.37
2027,11/19/2019 8:37,euler1,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,23.03,89.56,3.4,7.51,-1,19.93,21.41,20.01,20.81,2.21,1500,0.05,1,2500,150,0.37
2041,11/19/2019 8:38,euler1,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.29,58.72,4.59,-1,-1,19.93,21.41,20.01,26.29,0,1500,0.15,1,2500,150,0.4
2006,11/19/2019 8:36,february,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.11,58.56,4.6,-1,-1,10.28,16.89,-1,26.11,0,1500,0.15,1,2500,150,0.4
2028,11/19/2019 8:37,february,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,21.26,97.85,3.36,7.51,-1,10.28,16.89,-1,19.88,1.38,1500,0.05,1,2500,150,0.37
1994,11/19/2019 8:36,govols,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.58,99.69,3.36,7.49,-1,17.11,18.69,-1,18.08,0.49,1500,0.05,1,2500,150,0.37
2020,11/19/2019 8:37,govols,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.94,58.76,4.61,-1,-1,17.11,18.69,-1,25.94,0,1500,0.15,1,2500,150,0.4
2017,11/19/2019 8:37,jdn3s,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.68,58.55,4.6,-1,-1,10.19,16.68,-1,25.68,0,1500,0.15,1,2500,150,0.4
2043,11/19/2019 8:39,jdn3s,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,21.89,94.42,3.36,7.49,-1,10.19,16.68,-1,19.63,2.26,1500,0.05,1,2500,150,0.37
2040,11/19/2019 8:38,js,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.34,58.34,4.61,-1,-1,9.94,-1,-1,25.34,0,1500,0.15,1,2500,150,0.4
2071,11/19/2019 8:43,js,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.83,94.93,3.34,7.49,-1,9.81,12.61,-1,18.56,1.26,1500,0.05,1,2500,150,0.37
2012,11/19/2019 8:37,kaw4,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.86,58.58,4.58,-1,-1,26.09,28.06,-1,25.86,0,1500,0.15,1,2500,150,0.4
2032,11/19/2019 8:38,kaw4,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,20.06,97.82,3.38,7.53,-1,26.09,28.06,-1,19.04,1.01,1500,0.05,1,2500,150,0.37
2009,11/19/2019 8:36,kiantae,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.61,58.57,4.59,-1,-1,16.63,17.94,-1,25.61,0,1500,0.15,1,2500,150,0.4
2039,11/19/2019 8:38,kiantae,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,18.51,102.63,3.34,7.49,16.63,8.39,12.89,-1,18.19,0.31,1500,0.05,1,2500,150,0.37
2023,11/19/2019 8:37,lxiong,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,21.43,96.75,3.36,7.51,-1,8.46,12.93,-1,19.83,1.59,1500,0.05,1,2500,150,0.37
2049,11/19/2019 8:39,lxiong,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.96,58.48,4.59,-1,-1,10.3,16.89,-1,25.96,0,1500,0.15,1,2500,150,0.4
2000,11/19/2019 8:36,mountain25,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,20.88,100.59,3.34,7.49,15.13,8.59,12.93,-1,19.34,1.53,1500,0.05,1,2500,150,0.37
2073,11/19/2019 8:44,mountain25,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.69,58.85,4.59,-1,-1,8.59,12.93,-1,26.69,0,1500,0.15,1,2500,150,0.4
1997,11/19/2019 8:36,rswizzle99,math1530g,Paired,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.64,58.85,4.6,-1,-1,10.51,17.19,-1,26.64,0,1500,0.15,1,2500,150,0.4
2014,11/19/2019 8:37,rswizzle99,math1530g,Paired,2,OvalTrack,27,Gauss,Gauss,Gauss,1,18.41,102.7,3.34,7.46,15.03,10.51,17.19,-1,18.23,0.18,1500,0.05,1,2500,150,0.37
2046,11/19/2019 8:39,sashari,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,20.69,96.32,3.34,7.49,-1,8.41,12.81,-1,19.18,1.51,1500,0.05,1,2500,150,0.37
2078,11/19/2019 9:01,sashari,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.11,58.72,4.59,-1,-1,10.18,16.76,-1,26.11,0,1500,0.15,1,2500,150,0.4
1993,11/19/2019 8:35,tigers6,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,20.21,99.06,3.36,7.51,-1,16.89,18.21,-1,18.44,1.76,1500,0.05,1,2500,150,0.37
2007,11/19/2019 8:36,tigers6,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.69,58.6,4.58,-1,-1,16.89,18.21,-1,25.69,0,1500,0.15,1,2500,150,0.4
2010,11/19/2019 8:36,tvcar,math1530g,Paired,1,OvalTrack,27,Gauss,Gauss,Gauss,1,20.41,91.07,3.34,7.53,-1,8.31,12.64,-1,19.18,1.23,1500,0.05,1,2500,150,0.37
2037,11/19/2019 8:38,tvcar,math1530g,Paired,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.94,58.57,4.61,-1,-1,8.31,12.64,-1,25.94,0,1500,0.15,1,2500,150,0.4
1883,11/18/2019 18:41,219k,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,27.48,90.86,3.36,7.54,-1,8.59,-1,-1,21.41,6.06,1500,0.05,1,2500,150,0.37
1900,11/18/2019 18:43,219k,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.48,58.75,4.6,-1,-1,10.28,16.99,-1,26.48,0,1500,0.15,1,2500,150,0.4
1904,11/18/2019 18:45,alpaca,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,34.01,49.66,4.68,-1,-1,11.56,21.81,-1,34.01,0,1500,0.15,1,2500,150,0.4
1905,11/18/2019 18:47,alpaca,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.2,102.72,3.91,8.04,15.76,11.56,21.81,-1,19.05,0.14,1500,0.05,1,2500,150,0.37
1872,11/18/2019 18:40,ashfire,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.66,58.66,4.59,-1,-1,10.26,16.64,-1,25.66,0,1500,0.15,1,2500,150,0.4
1881,11/18/2019 18:41,ashfire,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,20.46,96.45,3.36,7.49,-1,10.26,16.64,-1,18.72,1.73,1500,0.05,1,2500,150,0.37
1891,11/18/2019 18:42,ashfire2,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,17.96,102.84,3.36,7.48,14.97,10.26,16.64,-1,17.78,0.18,1500,0.05,1,2500,150,0.37
1898,11/18/2019 18:43,ashfire2,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.53,58.72,4.61,-1,-1,10.26,16.64,-1,25.53,0,1500,0.15,1,2500,150,0.4
1858,11/18/2019 18:38,damagecontrl,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.31,101.1,3.34,7.51,18.16,8.39,12.63,-1,18.14,0.16,1500,0.05,1,2500,150,0.37
1868,11/18/2019 18:40,damagecontrl,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.23,58.51,4.59,-1,-1,8.39,12.63,-1,26.23,0,1500,0.15,1,2500,150,0.4
1875,11/18/2019 18:40,damagecontrl2,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.94,58.6,4.58,-1,-1,8.39,12.63,-1,25.94,0,1500,0.15,1,2500,150,0.4
1882,11/18/2019 18:41,damagecontrl2,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,20.08,97.97,3.35,7.5,-1,8.39,12.63,-1,18.99,1.08,1500,0.05,1,2500,150,0.37
1857,11/18/2019 18:38,dm1234,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.29,58.6,4.58,-1,-1,10.23,16.81,-1,26.29,0,1500,0.15,1,2500,150,0.4
1869,11/18/2019 18:40,dm1234,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,18.29,102.69,3.36,7.51,15.09,10.23,16.81,-1,18.04,0.25,1500,0.05,1,2500,150,0.37
1877,11/18/2019 18:41,dm12342,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.34,102.74,3.36,7.53,15.19,10.23,16.81,-1,18.18,0.16,1500,0.05,1,2500,150,0.37
1888,11/18/2019 18:42,dm12342,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.19,58.54,4.59,-1,-1,10.23,16.81,-1,26.19,0,1500,0.15,1,2500,150,0.4
1874,11/18/2019 18:40,free,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.16,58.7,4.63,-1,-1,8.83,13.18,-1,26.16,0,1500,0.15,1,2500,150,0.4
1895,11/18/2019 18:42,free,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,19.69,101.41,3.34,7.49,17.31,8.83,13.18,-1,18.13,1.56,1500,0.05,1,2500,150,0.37
1901,11/18/2019 18:44,free2,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.03,58.7,4.58,-1,-1,8.83,13.18,-1,26.03,0,1500,0.15,1,2500,150,0.4
1903,11/18/2019 18:44,free2,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,18.77,102.64,3.34,7.98,15.59,8.83,13.18,-1,18.51,0.26,1500,0.05,1,2500,150,0.37
1860,11/18/2019 18:38,itsme2019,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.89,58.41,4.63,-1,-1,10.03,16.63,-1,25.89,0,1500,0.15,1,2500,150,0.4
1865,11/18/2019 18:39,itsme2019,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,21.46,89.6,3.34,7.49,-1,10.03,16.63,-1,20.26,1.19,1500,0.05,1,2500,150,0.37
1870,11/18/2019 18:40,itsme20192,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.53,102.72,3.38,7.49,17.09,10.03,16.63,-1,18.28,0.24,1500,0.05,1,2500,150,0.37
1876,11/18/2019 18:41,itsme20192,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.79,55.97,4.59,-1,-1,10.03,16.63,-1,26.51,0.28,1500,0.15,1,2500,150,0.4
1855,11/18/2019 18:37,jb123,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.85,58.59,4.94,-1,-1,10.32,16.77,-1,25.85,0,1500,0.15,1,2500,150,0.4
1856,11/18/2019 18:38,jb123,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,21.09,97.02,3.34,7.51,-1,10.32,16.77,-1,18.88,2.21,1500,0.05,1,2500,150,0.37
1861,11/18/2019 18:39,jb1232,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.03,102.67,3.34,7.49,15.03,10.32,16.77,-1,17.82,0.2,1500,0.05,1,2500,150,0.37
1867,11/18/2019 18:39,jb1232,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.64,58.63,4.63,-1,-1,10.32,16.77,-1,25.64,0,1500,0.15,1,2500,150,0.4
1887,11/18/2019 18:42,merc2,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,26.48,58.69,4.61,-1,-1,11.21,18.04,-1,26.48,0,1500,0.15,1,2500,150,0.4
1894,11/18/2019 18:42,merc2,math5140g,ChooseCar,2,OvalTrack,27,Gauss,Gauss,Gauss,1,23.18,97.49,3.81,7.94,-1,11.21,18.04,-1,20.51,2.66,1500,0.05,1,2500,150,0.37
1885,11/18/2019 18:40,okwow,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,19.65,100.91,3.35,7.46,15.03,8.61,12.88,-1,18.88,0.76,1500,0.05,1,2500,150,0.37
1893,11/18/2019 18:41,okwow,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.4,58.8,4.58,-1,-1,8.61,12.88,-1,26.4,0,1500,0.15,1,2500,150,0.4
1899,11/18/2019 18:42,okwow2,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,22.04,102.74,7.02,11.15,18.69,8.61,12.88,-1,21.84,0.19,1500,0.05,1,2500,150,0.37
1902,11/18/2019 18:43,okwow2,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.33,58.75,4.59,-1,-1,8.61,12.88,-1,26.33,0,1500,0.15,1,2500,150,0.4
1877,11/18/2019 18:41,septsun,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,18.76,104.02,3.34,7.48,15.21,8.56,13.06,-1,18.41,0.34,1500,0.05,1,2500,150,0.37
1889,11/18/2019 18:42,septsun,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,26.63,58.84,4.6,-1,-1,8.56,13.06,-1,26.63,0,1500,0.15,1,2500,150,0.4
1859,11/18/2019 18:38,whythis,math5140g,ChooseCar,1,OvalTrack,27,Gauss,Gauss,Gauss,1,20.4,93.3,3.95,8.08,-1,8.73,13.15,-1,19.35,1.04,1500,0.05,1,2500,150,0.37
1890,11/18/2019 18:42,whythis,math5140g,ChooseCar,2,OvalTrack,1,Bayes,Bayes,Bayes,1,25.51,58.54,4.61,-1,-1,8.73,13.15,-1,25.51,0,1500,0.15,1,2500,150,0.4
1873,11/18/2019 18:40,whythis2,math5140g,ChooseCar,1,OvalTrack,1,Bayes,Bayes,Bayes,1,25.41,58.51,4.61,-1,-1,8.73,13.15,-1,25.41,0,1500,0.15,1,2500,150,0.4
